"Time","Subsystem #1|Branch Currents|IaLine","Subsystem #1|Branch Currents|IbLine","Subsystem #1|Branch Currents|IcLine","Subsystem #1|CTLs|Inputs|LG_FLT"
0.0,0.3182247042,-0.1514047681,-0.1668198916,0.0
0.001,0.2998587926,-0.05689433518,-0.2429644181,0.0
0.002,0.251671746,0.04339062677,-0.2950623427,0.0
0.003,0.1785986785,0.1392595915,-0.3178582521,0.0
0.004,0.08793700781,0.2212873769,-0.3092243807,0.0
0.005,-0.01116620681,0.2812755216,-0.2701093252,0.0
0.006,-0.1089018616,0.3135394693,-0.2046376314,0.0
0.007,-0.1956998859,0.3150789118,-0.1193790604,0.0
0.008,-0.2632133505,0.2859853966,-0.02277208815,0.0
0.009,-0.3050183924,0.2292913079,0.075727039,0.0
0.01,-0.3173252587,0.1506035249,0.1667216893,0.0
0.011,-0.2989463417,0.05750704062,0.2414392619,0.0
0.012,-0.251842013,-0.04110221749,0.2929442004,0.0
0.013,-0.1803353197,-0.1357910232,0.3161263249,0.0
0.014,-0.09130092205,-0.2175084455,0.3088093632,0.0
0.015,0.006857413417,-0.2782502789,0.2713928753,0.0
0.016,0.1046233757,-0.3120207016,0.207397349,0.0
0.017,0.1924606566,-0.3152882726,0.1228276501,0.0
0.018,0.2615277153,-0.2874299052,0.02590223178,0.0
0.019,0.3050214272,-0.2311388996,-0.0738824821,0.0
0.02,0.3181666913,-0.1516788848,-0.166487762,0.0
0.021,0.3001419671,-0.05729105307,-0.2428508747,0.0
0.022,0.2518867295,0.0430913089,-0.2949780084,0.0
0.023,0.1790278491,0.1389493621,-0.3179771933,0.0
0.024,0.08829240401,0.2211022337,-0.3093946337,0.0
0.025,-0.01075823871,0.2811762546,-0.2704180262,0.0
0.026,-0.1085766394,0.313569962,-0.2049933463,0.0
0.027,-0.1954430848,0.315220947,-0.1197778967,0.0
0.028,-0.263043995,0.2862136063,-0.02316965328,0.0
0.029,-0.3049518075,0.2295892643,0.07536249773,0.0
0.03,-0.3173312784,0.1509098659,0.1664213681,0.0
0.031,-0.2991882519,0.05788627717,0.2413019355,0.0
0.032,-0.2520955713,-0.04079164882,0.29288719,0.0
0.033,-0.180738679,-0.1354987354,0.3162373963,0.0
0.034,-0.09165212052,-0.2173347579,0.308986874,0.0
0.035,0.006480084499,-0.2781685651,0.2716884904,0.0
0.036,0.1043155872,-0.3120617777,0.2077462136,0.0
0.037,0.1922317921,-0.3154332751,0.1232015171,0.0
0.038,0.261400631,-0.2876711038,0.02627051468,0.0
0.039,0.3049926547,-0.2314404845,-0.07355212476,0.0
0.04,0.3182658394,-0.1520266061,-0.1662391887,0.0
0.041,0.3003853451,-0.0576273707,-0.2427579351,0.0
0.042,0.2521834325,0.0427560737,-0.2949394761,0.0
0.043,0.1794187083,0.1386788937,-0.318097584,0.0
0.044,0.08864970395,0.2208994478,-0.3095491477,0.0
0.045,-0.01039113008,0.2810896751,-0.2706985553,0.0
0.046,-0.1082696283,0.3135926144,-0.2053230096,0.0
0.047,-0.1952236786,0.3153634982,-0.1201398541,0.0
0.048,-0.262914387,0.286453323,-0.023538978,0.0
0.049,-0.3049396234,0.2299060583,0.0750335197,0.0
0.05,-0.3174404738,0.1512636089,0.1661768204,0.0
0.051,-0.299427229,0.05822541002,0.2412017798,0.0
0.052,-0.2523914107,-0.04046100115,0.2928523817,0.0
0.053,-0.1811006708,-0.135239082,0.3163397345,0.0
0.054,-0.09199419287,-0.2171420691,0.3091362575,0.0
0.055,0.006143628756,-0.2780919338,0.2719483148,0.0
0.056,0.1040405505,-0.3120916892,0.2080511617,0.0
0.057,0.1920387224,-0.3155693584,0.1235306702,0.0
0.058,0.2612873674,-0.2879083515,0.0266210259,0.0
0.059,0.3049921533,-0.2317407397,-0.07325136812,0.0
0.06,0.3183611221,-0.1523700229,-0.1659910547,0.0
0.061,0.3005924458,-0.05798901489,-0.2426033916,0.0
0.062,0.2524670956,0.04242761906,-0.2948946846,0.0
0.063,0.1797648263,0.138396319,-0.3181611273,0.0
0.064,0.089009995,0.2207072538,-0.3097172447,0.0
0.065,-0.01003727212,0.2810015299,-0.270964268,0.0
0.066,-0.1079704219,0.3136189301,-0.2056485317,0.0
0.067,-0.1949992732,0.3155031558,-0.1205039171,0.0
0.068,-0.262790267,0.2866922433,-0.02390201836,0.0
0.069,-0.3049297403,0.2302143681,0.07471532671,0.0
0.07,-0.3175423876,0.1516149011,0.165927442,0.0
0.071,-0.2996363118,0.05858227112,0.2410540015,0.0
0.072,-0.2526791943,-0.04013629144,0.2928154555,0.0
0.073,-0.1814385911,-0.1349741336,0.3164127065,0.0
0.074,-0.09234738066,-0.2169673662,0.3093147424,0.0
0.075,0.005809687034,-0.2780186859,0.2722090086,0.0
0.076,0.1037568508,-0.3121289737,0.2083721459,0.0
0.077,0.1918327755,-0.3157103201,0.1238775787,0.0
0.078,0.2611737289,-0.2881400221,0.02696633507,0.0
0.079,0.3049862769,-0.2320406425,-0.07294558893,0.0
0.08,0.3184572096,-0.1527093032,-0.1657478618,0.0
0.081,0.3007951155,-0.05834184058,-0.2424532355,0.0
0.082,0.252746176,0.04210097343,-0.2948471193,0.0
0.083,0.1801028709,0.1381217143,-0.3182245671,0.0
0.084,0.08936742533,0.2205175624,-0.3098849836,0.0
0.085,-0.009690215059,0.2809134306,-0.2712232257,0.0
0.086,-0.1076709842,0.3136435629,-0.2059726022,0.0
0.087,-0.1947772554,0.3156375947,-0.1208603737,0.0
0.088,-0.262667059,0.2869231102,-0.0242560931,0.0
0.089,-0.3049177641,0.2305178006,0.07439991808,0.0
0.09,-0.3176423352,0.1519581909,0.1656840999,0.0
0.091,-0.2998386603,0.05893233634,0.2409062847,0.0
0.092,-0.2529592471,-0.03981519854,0.2927744154,0.0
0.093,-0.1817694908,-0.134714104,0.3164835765,0.0
0.094,-0.09269188682,-0.2167914095,0.3094832918,0.0
0.095,0.00548172104,-0.2779451536,0.2724634422,0.0
