1,0,42576,39755,34010,0
2,1000,43488,39806,33148,0
3,2000,44028,39899,32277,0
4,3000,44147,40025,31482,0
5,4000,43833,40173,30841,0
6,5000,43114,40327,30418,0
7,6000,42065,40473,30253,0
8,7000,40785,40596,30363,0
9,8000,39406,40684,30736,0
10,9000,38058,40728,31335,0
11,10000,36874,40725,32101,0
12,11000,35969,40675,32960,0
13,12000,35433,40582,33827,0
14,13000,35317,40456,34618,0
15,14000,35625,40309,35258,0
16,15000,36341,40155,35681,0
17,16000,37381,40010,35849,0
18,17000,38658,39886,35743,0
19,18000,40036,39798,35374,0
20,19000,41387,39753,34777,0
21,20000,42576,39755,34010,0
22,21000,43488,39806,33148,0
23,22000,44028,39899,32277,0
24,23000,44147,40025,31482,0
25,24000,43833,40173,30841,0
26,25000,43114,40327,30418,0
27,26000,42065,40473,30253,0
28,27000,40785,40596,30363,0
29,28000,39406,40684,30736,0
30,29000,38058,40728,31335,0
31,30000,36874,40725,32101,0
32,31000,35969,40675,32960,0
33,32000,35433,40582,33827,0
34,33000,35317,40456,34618,0
35,34000,35625,40309,35258,0
36,35000,36341,40155,35681,0
37,36000,37381,40010,35850,0
38,37000,38658,39886,35743,0
39,38000,40036,39798,35374,0
40,39000,41387,39753,34777,0
41,40000,42576,39755,34010,0
42,41000,43488,39806,33148,0
43,42000,44028,39899,32277,0
44,43000,44147,40025,31482,0
45,44000,43833,40173,30841,0
46,45000,43114,40327,30418,0
47,46000,42065,40473,30253,0
48,47000,40785,40596,30363,0
49,48000,39406,40684,30736,0
50,49000,38058,40728,31335,0
51,50000,36874,40725,32102,0
52,51000,35969,40675,32960,0
53,52000,35433,40582,33827,0
54,53000,35317,40456,34618,0
55,54000,35625,40309,35258,0
56,55000,36341,40155,35681,0
57,56000,37381,40010,35850,0
58,57000,38658,39886,35743,0
59,58000,40036,39798,35374,0
60,59000,41388,39753,34777,0
61,60000,42577,39755,34010,0
62,61000,43488,39806,33148,0
63,62000,44028,39899,32277,0
64,63000,44147,40025,31482,0
65,64000,43833,40173,30841,0
66,65000,43114,40328,30418,0
67,66000,42065,40473,30253,0
68,67000,40785,40596,30363,0
69,68000,39406,40684,30736,0
70,69000,38057,40728,31335,0
71,70000,36874,40725,32102,0
72,71000,35969,40675,32960,0
73,72000,35433,40582,33827,0
74,73000,35317,40456,34618,0
75,74000,35625,40309,35258,0
76,75000,36341,40155,35681,0
77,76000,37381,40010,35849,0
78,77000,38658,39886,35743,0
79,78000,40036,39798,35374,0
80,79000,41388,39753,34777,0
81,80000,42576,39755,34010,0
82,81000,43488,39806,33148,0
83,82000,44028,39899,32277,0
84,83000,44147,40025,31482,0
85,84000,43833,40173,30841,0
86,85000,43113,40327,30418,0
87,86000,42065,40473,30253,0
88,87000,40785,40596,30363,0
89,88000,39405,40684,30736,0
90,89000,38057,40728,31335,0
91,90000,36874,40725,32102,0
92,91000,35969,40675,32960,0
93,92000,35433,40582,33827,0
94,93000,35317,40456,34618,0
95,94000,35625,40309,35258,0
96,95000,36341,40155,35681,0
97,96000,37381,40010,35850,0
98,97000,38658,39886,35743,0
99,98000,40036,39798,35374,0
100,99000,41388,39753,34777,0
101,100000,42576,39755,34010,0
102,101000,43488,39806,33148,0
103,102000,44028,39899,32277,0
104,103000,44147,40025,31482,0
105,104000,43833,40173,30841,0
