1,0,23036,30778,23758,0
2,250,23039,30956,23449,0
3,500,23040,31142,23152,0
4,750,23038,31336,22865,0
5,1000,23032,31536,22594,0
6,1250,23024,31742,22343,0
7,1500,23012,31954,22112,0
8,1750,22998,32169,21900,0
9,2000,22981,32384,21709,0
10,2250,22961,32601,21542,0
11,2500,22938,32817,21400,0
12,2750,22913,33031,21282,0
13,3000,22886,33240,21187,0
14,3250,22857,33445,21120,0
15,3500,22826,33644,21080,0
16,3750,22793,33836,21067,0
17,4000,22759,34019,21080,0
18,4250,22723,34192,21119,0
19,4500,22686,34355,21188,0
20,4750,22648,34507,21282,0
21,5000,22610,34645,21399,0
22,5250,22571,34770,21541,0
23,5500,22532,34880,21708,0
24,5750,22493,34976,21899,0
25,6000,22455,35057,22111,0
26,6250,22417,35120,22342,0
27,6500,22380,35168,22593,0
28,6750,22344,35199,22863,0
29,7000,22309,35214,23147,0
30,7250,22276,35211,23444,0
31,7500,22244,35191,23755,0
32,7750,22214,35154,24076,0
33,8000,22186,35100,24405,0
34,8250,22161,35030,24739,0
35,8500,22137,34946,25079,0
36,8750,22116,34846,25423,0
37,9000,22098,34731,25764,0
38,9250,22083,34601,26102,0
39,9500,22071,34458,26437,0
40,9750,22061,34304,26767,0
41,10000,22054,34137,27088,0
42,10250,22051,33959,27397,0
43,10500,22051,33774,27694,0
44,10750,22053,33581,27981,0
45,11000,22058,33381,28251,0
46,11250,22067,33174,28502,0
47,11500,22078,32963,28733,0
48,11750,22093,32749,28945,0
49,12000,22110,32533,29135,0
50,12250,22130,32316,29302,0
51,12500,22152,32100,29444,0
52,12750,22177,31887,29563,0
53,13000,22204,31678,29658,0
54,13250,22233,31474,29725,0
55,13500,22264,31275,29765,0
56,13750,22297,31083,29779,0
57,14000,22331,30900,29766,0
58,14250,22367,30726,29726,0
59,14500,22404,30563,29659,0
60,14750,22442,30412,29565,0
61,15000,22480,30273,29448,0
62,15250,22519,30148,29307,0
63,15500,22557,30038,29140,0
64,15750,22596,29941,28949,0
65,16000,22635,29861,28738,0
66,16250,22673,29797,28507,0
67,16500,22710,29748,28256,0
68,16750,22746,29717,27987,0
69,17000,22781,29703,27703,0
70,17250,22814,29705,27406,0
71,17500,22846,29725,27095,0
72,17750,22876,29761,26773,0
73,18000,22904,29815,26444,0
74,18250,22929,29885,26111,0
75,18500,22953,29969,25770,0
76,18750,22974,30069,25427,0
77,19000,22992,30184,25084,0
78,19250,23007,30315,24746,0
79,19500,23020,30457,24411,0
80,19750,23029,30612,24080,0
81,20000,23036,30778,23758,0
82,20250,23039,30956,23449,0
83,20500,23040,31142,23152,0
84,20750,23038,31336,22865,0
85,21000,23032,31536,22594,0
86,21250,23024,31742,22343,0
87,21500,23012,31954,22112,0
88,21750,22998,32169,21900,0
89,22000,22981,32385,21709,0
90,22250,22961,32601,21542,0
91,22500,22938,32817,21400,0
92,22750,22913,33031,21282,0
93,23000,22886,33240,21187,0
94,23250,22857,33445,21119,0
95,23500,22826,33644,21080,0
96,23750,22793,33836,21067,0
97,24000,22759,34019,21079,0
98,24250,22723,34192,21119,0
99,24500,22686,34355,21187,0
100,24750,22648,34507,21282,0
101,25000,22610,34645,21399,0
102,25250,22571,34770,21541,0
103,25500,22532,34880,21708,0
104,25750,22493,34976,21900,0
105,26000,22455,35057,22111,0
106,26250,22417,35120,22342,0
107,26500,22380,35168,22593,0
108,26750,22344,35200,22863,0
109,27000,22309,35214,23147,0
110,27250,22276,35211,23444,0
111,27500,22244,35191,23754,0
112,27750,22214,35154,24076,0
113,28000,22186,35100,24405,0
114,28250,22161,35030,24739,0
115,28500,22137,34946,25079,0
116,28750,22116,34846,25422,0
117,29000,22098,34731,25764,0
118,29250,22083,34601,26102,0
119,29500,22071,34458,26436,0
120,29750,22061,34304,26767,0
121,30000,22054,34137,27088,0
122,30250,22051,33959,27397,0
123,30500,22051,33774,27695,0
124,30750,22053,33581,27981,0
125,31000,22058,33381,28251,0
126,31250,22067,33174,28502,0
127,31500,22078,32963,28733,0
128,31750,22093,32749,28945,0
129,32000,22110,32533,29135,0
130,32250,22130,32316,29302,0
131,32500,22152,32100,29444,0
132,32750,22177,31887,29563,0
133,33000,22204,31678,29658,0
134,33250,22233,31474,29725,0
135,33500,22264,31275,29765,0
136,33750,22297,31083,29778,0
137,34000,22331,30900,29766,0
138,34250,22367,30726,29726,0
139,34500,22404,30563,29659,0
140,34750,22442,30412,29565,0
141,35000,22480,30273,29448,0
142,35250,22519,30148,29307,0
143,35500,22557,30038,29140,0
144,35750,22596,29941,28949,0
145,36000,22635,29861,28738,0
146,36250,22673,29797,28507,0
147,36500,22710,29748,28256,0
148,36750,22746,29717,27987,0
149,37000,22781,29703,27703,0
150,37250,22814,29705,27406,0
151,37500,22846,29725,27095,0
152,37750,22876,29761,26773,0
153,38000,22904,29815,26444,0
154,38250,22929,29885,26111,0
155,38500,22953,29969,25770,0
156,38750,22974,30069,25427,0
157,39000,22992,30184,25084,0
158,39250,23007,30315,24746,0
159,39500,23020,30457,24411,0
160,39750,23029,30612,24080,0
161,40000,23036,30778,23758,0
162,40250,23039,30956,23449,0
163,40500,23040,31142,23152,0
164,40750,23038,31336,22865,0
165,41000,23032,31536,22594,0
166,41250,23024,31742,22343,0
167,41500,23012,31954,22112,0
168,41750,22998,32169,21900,0
169,42000,22981,32384,21709,0
170,42250,22961,32601,21542,0
171,42500,22938,32817,21400,0
172,42750,22913,33031,21282,0
173,43000,22886,33240,21187,0
174,43250,22857,33445,21120,0
175,43500,22826,33644,21080,0
176,43750,22793,33836,21067,0
177,44000,22759,34019,21080,0
178,44250,22723,34192,21119,0
179,44500,22686,34355,21188,0
180,44750,22648,34507,21282,0
181,45000,22610,34645,21399,0
182,45250,22571,34770,21541,0
183,45500,22532,34880,21708,0
184,45750,22493,34976,21899,0
185,46000,22455,35057,22111,0
186,46250,22417,35120,22342,0
187,46500,22380,35168,22593,0
188,46750,22344,35199,22863,0
189,47000,22309,35214,23147,0
190,47250,22276,35211,23444,0
191,47500,22244,35191,23755,0
192,47750,22214,35154,24076,0
193,48000,22186,35101,24405,0
194,48250,22161,35030,24739,0
195,48500,22137,34946,25079,0
196,48750,22116,34846,25423,0
197,49000,22098,34731,25764,0
198,49250,22083,34601,26102,0
199,49500,22071,34458,26437,0
200,49750,22061,34304,26767,0
201,50000,22054,34137,27088,0
202,50250,22051,33959,27397,0
203,50500,22051,33774,27694,0
204,50750,22053,33581,27981,0
205,51000,22058,33381,28251,0
206,51250,22067,33174,28502,0
207,51500,22078,32963,28733,0
208,51750,22093,32749,28945,0
209,52000,22110,32533,29135,0
210,52250,22130,32316,29302,0
211,52500,22152,32100,29444,0
212,52750,22177,31887,29563,0
213,53000,22204,31678,29658,0
214,53250,22233,31474,29725,0
215,53500,22264,31275,29765,0
216,53750,22297,31083,29779,0
217,54000,22331,30900,29766,0
218,54250,22367,30726,29726,0
219,54500,22404,30563,29659,0
220,54750,22442,30412,29565,0
221,55000,22480,30273,29448,0
222,55250,22519,30148,29307,0
223,55500,22557,30038,29140,0
224,55750,22596,29941,28949,0
225,56000,22635,29861,28738,0
226,56250,22673,29797,28507,0
227,56500,22710,29748,28256,0
228,56750,22746,29717,27987,0
229,57000,22781,29703,27703,0
230,57250,22814,29705,27406,0
231,57500,22846,29725,27095,0
232,57750,22876,29761,26773,0
233,58000,22904,29815,26444,0
234,58250,22929,29885,26111,0
235,58500,22953,29969,25770,0
236,58750,22974,30069,25427,0
237,59000,22992,30184,25084,0
238,59250,23007,30315,24746,0
239,59500,23020,30457,24411,0
240,59750,23029,30612,24080,0
241,60000,23036,30778,23758,0
242,60250,23039,30956,23449,0
243,60500,23040,31142,23152,0
244,60750,23038,31336,22865,0
245,61000,23032,31536,22594,0
246,61250,23024,31742,22343,0
247,61500,23012,31954,22112,0
248,61750,22998,32169,21900,0
249,62000,22981,32385,21709,0
250,62250,22961,32601,21542,0
251,62500,22938,32817,21400,0
252,62750,22913,33031,21282,0
253,63000,22886,33240,21187,0
254,63250,22857,33445,21119,0
255,63500,22826,33644,21080,0
256,63750,22793,33836,21067,0
257,64000,22759,34019,21079,0
258,64250,22723,34192,21119,0
259,64500,22686,34355,21187,0
260,64750,22648,34507,21282,0
261,65000,22610,34645,21399,0
262,65250,22571,34770,21541,0
263,65500,22532,34880,21708,0
264,65750,22493,34976,21900,0
265,66000,22455,35057,22111,0
266,66250,22417,35120,22342,0
267,66500,22380,35168,22593,0
