1,0,23448,25103,27502,0
2,250,23449,25133,27364,0
3,500,23448,25163,27231,0
4,750,23445,25194,27104,0
5,1000,23439,25227,26986,0
6,1250,23430,25261,26876,0
7,1500,23419,25295,26776,0
8,1750,23406,25329,26685,0
9,2000,23390,25364,26604,0
10,2250,23372,25398,26534,0
11,2500,23353,25432,26476,0
12,2750,23331,25466,26428,0
13,3000,23308,25499,26392,0
14,3250,23283,25531,26369,0
15,3500,23256,25562,26358,0
16,3750,23228,25592,26359,0
17,4000,23199,25621,26373,0
18,4250,23169,25647,26399,0
19,4500,23138,25672,26437,0
20,4750,23107,25695,26486,0
21,5000,23075,25716,26547,0
22,5250,23043,25734,26618,0
23,5500,23011,25751,26701,0
24,5750,22979,25765,26794,0
25,6000,22947,25776,26897,0
26,6250,22916,25785,27008,0
27,6500,22886,25791,27128,0
28,6750,22857,25794,27255,0
29,7000,22829,25795,27389,0
30,7250,22802,25793,27528,0
31,7500,22777,25788,27673,0
32,7750,22753,25780,27823,0
33,8000,22732,25770,27974,0
34,8250,22712,25757,28128,0
35,8500,22693,25743,28285,0
36,8750,22677,25725,28442,0
37,9000,22664,25705,28597,0
38,9250,22653,25683,28751,0
39,9500,22644,25659,28902,0
40,9750,22637,25634,29052,0
41,10000,22634,25606,29195,0
42,10250,22632,25577,29333,0
43,10500,22633,25546,29465,0
44,10750,22636,25515,29593,0
45,11000,22642,25482,29711,0
46,11250,22651,25449,29820,0
47,11500,22662,25415,29920,0
48,11750,22675,25380,30012,0
49,12000,22691,25346,30093,0
50,12250,22709,25311,30162,0
51,12500,22729,25277,30220,0
52,12750,22750,25243,30268,0
53,13000,22773,25210,30304,0
54,13250,22798,25178,30328,0
55,13500,22825,25147,30338,0
56,13750,22853,25117,30338,0
57,14000,22882,25089,30325,0
58,14250,22912,25062,30299,0
59,14500,22943,25037,30260,0
60,14750,22974,25014,30211,0
61,15000,23006,24994,30151,0
62,15250,23038,24975,30080,0
63,15500,23070,24959,29996,0
64,15750,23102,24945,29903,0
65,16000,23133,24934,29801,0
66,16250,23164,24925,29690,0
67,16500,23195,24919,29570,0
68,16750,23224,24915,29443,0
69,17000,23252,24915,29309,0
70,17250,23279,24917,29170,0
71,17500,23304,24922,29025,0
72,17750,23328,24929,28875,0
73,18000,23349,24939,28724,0
74,18250,23369,24952,28569,0
75,18500,23388,24967,28413,0
76,18750,23404,24984,28256,0
77,19000,23417,25004,28101,0
78,19250,23428,25026,27947,0
79,19500,23437,25050,27795,0
80,19750,23444,25076,27646,0
81,20000,23448,25103,27502,0
82,20250,23449,25133,27364,0
83,20500,23448,25163,27231,0
84,20750,23445,25194,27104,0
85,21000,23439,25227,26986,0
86,21250,23430,25261,26877,0
87,21500,23419,25295,26776,0
88,21750,23406,25329,26685,0
89,22000,23390,25364,26604,0
90,22250,23372,25398,26534,0
91,22500,23353,25432,26476,0
92,22750,23331,25466,26428,0
93,23000,23308,25499,26392,0
94,23250,23283,25531,26369,0
95,23500,23256,25562,26358,0
96,23750,23228,25592,26359,0
97,24000,23199,25621,26373,0
98,24250,23169,25647,26399,0
99,24500,23138,25672,26437,0
100,24750,23107,25695,26486,0
101,25000,23075,25716,26546,0
102,25250,23043,25734,26618,0
103,25500,23011,25751,26701,0
104,25750,22979,25765,26794,0
105,26000,22947,25776,26897,0
106,26250,22916,25785,27008,0
107,26500,22886,25791,27128,0
108,26750,22857,25794,27255,0
109,27000,22829,25795,27389,0
110,27250,22802,25793,27528,0
111,27500,22777,25788,27673,0
112,27750,22753,25780,27823,0
113,28000,22732,25770,27974,0
114,28250,22712,25757,28128,0
115,28500,22693,25743,28285,0
116,28750,22677,25725,28442,0
117,29000,22664,25705,28597,0
118,29250,22653,25683,28751,0
119,29500,22644,25659,28903,0
120,29750,22637,25634,29052,0
121,30000,22633,25606,29195,0
122,30250,22632,25577,29333,0
123,30500,22633,25546,29466,0
124,30750,22636,25515,29593,0
125,31000,22642,25482,29711,0
126,31250,22651,25449,29820,0
127,31500,22662,25415,29921,0
128,31750,22675,25380,30012,0
129,32000,22691,25346,30093,0
130,32250,22709,25311,30162,0
131,32500,22728,25277,30220,0
132,32750,22750,25243,30268,0
133,33000,22773,25210,30304,0
134,33250,22798,25178,30327,0
135,33500,22825,25147,30338,0
136,33750,22853,25117,30337,0
137,34000,22882,25089,30325,0
138,34250,22912,25062,30298,0
139,34500,22943,25037,30260,0
140,34750,22974,25014,30211,0
141,35000,23006,24994,30151,0
142,35250,23038,24975,30079,0
143,35500,23070,24959,29996,0
144,35750,23102,24945,29903,0
145,36000,23133,24934,29801,0
146,36250,23164,24925,29690,0
147,36500,23195,24919,29570,0
148,36750,23224,24915,29443,0
149,37000,23252,24915,29310,0
150,37250,23279,24917,29170,0
151,37500,23304,24922,29025,0
152,37750,23328,24929,28875,0
153,38000,23349,24939,28724,0
154,38250,23369,24952,28570,0
155,38500,23388,24967,28413,0
156,38750,23404,24984,28256,0
157,39000,23417,25004,28100,0
158,39250,23428,25026,27947,0
159,39500,23437,25050,27795,0
160,39750,23444,25076,27646,0
161,40000,23447,25103,27502,0
162,40250,23449,25133,27364,0
163,40500,23448,25163,27231,0
164,40750,23445,25195,27104,0
165,41000,23439,25227,26986,0
166,41250,23430,25261,26876,0
167,41500,23419,25295,26776,0
168,41750,23406,25329,26685,0
169,42000,23390,25364,26604,0
170,42250,23372,25398,26534,0
171,42500,23353,25433,26476,0
172,42750,23331,25466,26428,0
173,43000,23308,25499,26392,0
174,43250,23283,25531,26369,0
175,43500,23256,25562,26358,0
176,43750,23228,25592,26359,0
177,44000,23199,25621,26372,0
178,44250,23169,25647,26398,0
179,44500,23138,25672,26437,0
180,44750,23106,25695,26486,0
181,45000,23075,25716,26547,0
182,45250,23043,25734,26618,0
183,45500,23011,25751,26701,0
184,45750,22979,25765,26794,0
185,46000,22947,25776,26897,0
186,46250,22916,25785,27008,0
187,46500,22886,25791,27128,0
188,46750,22857,25794,27255,0
189,47000,22829,25795,27389,0
190,47250,22802,25793,27528,0
191,47500,22777,25788,27673,0
192,47750,22753,25780,27823,0
193,48000,22732,25770,27974,0
194,48250,22712,25757,28128,0
195,48500,22693,25743,28285,0
196,48750,22677,25725,28442,0
197,49000,22664,25705,28597,0
198,49250,22653,25683,28751,0
199,49500,22644,25659,28903,0
200,49750,22637,25634,29052,0
201,50000,22633,25606,29195,0
202,50250,22632,25577,29333,0
203,50500,22633,25546,29466,0
204,50750,22636,25515,29593,0
205,51000,22642,25482,29711,0
206,51250,22651,25449,29820,0
207,51500,22662,25415,29920,0
208,51750,22675,25380,30012,0
209,52000,22691,25346,30093,0
210,52250,22709,25311,30162,0
211,52500,22728,25277,30220,0
212,52750,22750,25243,30268,0
213,53000,22773,25210,30304,0
214,53250,22798,25178,30328,0
215,53500,22825,25147,30338,0
216,53750,22853,25117,30337,0
217,54000,22882,25089,30325,0
218,54250,22912,25062,30298,0
219,54500,22943,25037,30260,0
220,54750,22974,25014,30211,0
221,55000,23006,24994,30151,0
222,55250,23038,24975,30079,0
223,55500,23070,24959,29996,0
224,55750,23102,24945,29903,0
225,56000,23133,24934,29801,0
226,56250,23164,24925,29690,0
