"Time","Subsystem #1|Branch Currents|IaLine","Subsystem #1|Branch Currents|IbLine","Subsystem #1|Branch Currents|IcLine","Subsystem #1|CTLs|Inputs|LG_FLT"
0.0,-0.2307190142,-0.03772909998,0.2684480866,0.0
2.5E-4,-0.216239211,-0.06018180833,0.2764209943,0.0
5.0E-4,-0.2004663191,-0.08227226781,0.2827385645,0.0
7.5E-4,-0.1834341168,-0.1038492377,0.2872833349,0.0
0.001,-0.1650790822,-0.1248623849,0.2899414506,0.0
0.00125,-0.1457564834,-0.1451010389,0.2908575088,0.0
0.0015,-0.1256220592,-0.1644199107,0.2900419595,0.0
0.00175,-0.1046589332,-0.1827379799,0.2873969059,0.0
0.002,-0.08287059144,-0.1999975661,0.2828681536,0.0
0.00225,-0.06068483645,-0.2159761897,0.2766610255,0.0
0.0025,-0.03823595073,-0.2306147845,0.2688507379,0.0
0.00275,-0.01565667236,-0.2437677014,0.2594243797,0.0
0.003,0.007209460682,-0.2554827126,0.2482732611,0.0
0.00325,0.03008677388,-0.265639973,0.2355532115,0.0
0.0035,0.05270531028,-0.274162275,0.2214569802,0.0
0.00375,0.07489377906,-0.2809397249,0.2060459643,0.0
0.004,0.09678255855,-0.286045518,0.1892629808,0.0
0.00425,0.1180787211,-0.2893650451,0.1712863482,0.0
0.0045,0.1385907817,-0.2909015333,0.1523107783,0.0
0.00475,0.1581654172,-0.2906194307,0.1324540427,0.0
0.005,0.1768646828,-0.2885745098,0.1117098584,0.0
0.00525,0.1945342647,-0.2847414064,0.09020717525,0.0
0.0055,0.2108618786,-0.2791056826,0.06824383942,0.0
0.00575,0.225682987,-0.2716602692,0.04597731922,0.0
0.006,0.2395677078,-0.2627690986,0.02320142931,0.0
0.00625,0.2520096905,-0.2522431434,2.334925955E-4,0.0
0.0065,0.2627435194,-0.2400834714,-0.02266000739,0.0
0.00675,0.2715850488,-0.2263291106,-0.04525589697,0.0
0.007,0.278869647,-0.211242893,-0.06762671226,0.0
0.00725,0.2846606616,-0.1949367328,-0.0897238869,0.0
