1,0,6661,62975,28658,23172,33923,15147
2,250,8296,63878,26119,21096,33962,17068
3,500,10082,64589,23621,19105,33961,19085
4,750,12008,65104,21179,17210,33919,21187
5,1000,14062,65420,18808,15424,33839,23361
6,1250,16231,65535,16524,13758,33719,25593
7,1500,18502,65447,14340,12221,33560,27870
8,1750,20862,65158,12269,10824,33364,30177
9,2000,23294,64669,10325,9574,33132,32501
10,2250,25785,63984,8519,8481,32865,34826
11,2500,28319,63106,6863,7549,32565,37139
12,2750,30880,62041,5366,6786,32233,39426
13,3000,33453,60796,4038,6196,31872,41671
14,3250,36022,59377,2888,5782,31484,43862
15,3500,38571,57795,1921,5547,31072,45985
16,3750,41084,56058,1145,5492,30637,48026
17,4000,43546,54178,564,5618,30183,49974
18,4250,45941,52166,181,5924,29712,51816
19,4500,48255,50034,0,6409,29228,53541
20,4750,50473,47796,20,7068,28732,55138
21,5000,52583,45465,242,7898,28229,56597
22,5250,54570,43056,664,8895,27722,57910
23,5500,56423,40583,1285,10051,27213,59068
24,5750,58129,38062,2100,11359,26706,60064
25,6000,59680,35509,3103,12813,26203,60892
26,6250,61065,32939,4290,14401,25708,61547
27,6500,62275,30367,5652,16116,25225,62025
28,6750,63303,27811,7182,17946,24755,62323
29,7000,64143,25284,8869,19879,24302,62439
30,7250,64789,22805,10703,21905,23869,62373
31,7500,65239,20386,12674,24010,23458,62124
32,7750,65487,18044,14768,26182,23071,61695
33,8000,65535,15792,16973,28407,22712,61087
34,8250,65380,13646,19276,30672,22383,60306
35,8500,65024,11617,21662,32961,22085,59355
36,8750,64469,9718,24116,35263,21820,58240
37,9000,63719,7962,26624,37561,21590,56969
38,9250,62778,6358,29170,39843,21396,55549
39,9500,61651,4918,31737,42093,21240,53989
40,9750,60347,3649,34311,44299,21122,52298
41,10000,58873,2559,36876,46446,21044,50487
42,10250,57238,1656,39415,48522,21005,48567
43,10500,55452,945,41913,50513,21006,46551
44,10750,53526,430,44355,52407,21047,44449
45,11000,51472,114,46726,54192,21128,42276
46,11250,49303,0,49010,55859,21248,40044
47,11500,47032,87,51194,57395,21406,37768
48,11750,44672,376,53265,58793,21602,35462
49,12000,42240,865,55209,60042,21834,33139
50,12250,39749,1550,57015,61136,22101,30814
51,12500,37215,2428,58671,62068,22401,28501
52,12750,34654,3493,60168,62831,22733,26215
53,13000,32081,4738,61496,63422,23093,23970
54,13250,29512,6157,62646,63837,23481,21779
55,13500,26963,7739,63613,64073,23893,19656
56,13750,24450,9476,64389,64128,24328,17615
57,14000,21989,11356,64970,64003,24782,15666
58,14250,19593,13368,65353,63697,25253,13824
59,14500,17279,15500,65535,63214,25737,12099
60,14750,15061,17738,65514,62555,26232,10501
61,15000,12952,20069,65292,61725,26735,9041
62,15250,10964,22478,64870,60729,27243,7728
63,15500,9112,24951,64249,59574,27752,6569
64,15750,7405,27472,63434,58266,28259,5572
65,16000,5854,30025,62431,56813,28762,4743
66,16250,4469,32595,61244,55224,29257,4087
67,16500,3259,35167,59882,53510,29741,3609
68,16750,2231,37724,58352,51680,30210,3310
69,17000,1391,40250,56665,49746,30664,3194
70,17250,745,42730,54831,47720,31097,3260
71,17500,296,45148,52860,45614,31508,3508
72,17750,47,47490,50766,43442,31895,3937
73,18000,0,49742,48561,41217,32254,4544
74,18250,154,51888,46258,38952,32584,5326
75,18500,510,53917,43872,36661,32882,6277
76,18750,1065,55816,41418,34359,33147,7392
77,19000,1815,57572,38910,32060,33377,8663
78,19250,2756,59176,36365,29777,33571,10084
79,19500,3883,60616,33797,27526,33727,11644
80,19750,5187,61885,31223,25320,33845,13336
81,20000,6661,62975,28658,23172,33923,15147
82,20250,8296,63878,26119,21096,33962,17068
83,20500,10082,64589,23621,19105,33961,19085
84,20750,12008,65104,21179,17210,33919,21187
85,21000,14062,65420,18808,15424,33839,23361
86,21250,16231,65535,16524,13758,33719,25593
87,21500,18502,65447,14340,12221,33560,27870
88,21750,20862,65158,12269,10824,33364,30177
89,22000,23294,64669,10325,9574,33132,32501
90,22250,25785,63984,8519,8481,32865,34826
91,22500,28319,63106,6863,7549,32565,37139
92,22750,30880,62041,5366,6786,32233,39426
93,23000,33453,60796,4038,6196,31872,41671
94,23250,36022,59377,2888,5782,31484,43862
95,23500,38571,57795,1921,5547,31072,45985
96,23750,41084,56058,1145,5492,30637,48026
97,24000,43546,54178,564,5618,30183,49974
98,24250,45941,52166,181,5924,29712,51816
99,24500,48255,50034,0,6409,29228,53541
100,24750,50473,47796,20,7068,28732,55138
101,25000,52583,45465,242,7898,28229,56597
102,25250,54570,43056,664,8895,27722,57910
103,25500,56423,40583,1285,10051,27213,59068
104,25750,58129,38062,2100,11359,26706,60064
105,26000,59680,35509,3103,12813,26203,60892
106,26250,61065,32939,4290,14401,25708,61547
107,26500,62275,30367,5652,16116,25225,62025
108,26750,63303,27811,7182,17946,24755,62323
109,27000,64143,25284,8869,19879,24302,62439
110,27250,64789,22805,10703,21905,23869,62373
111,27500,65239,20386,12674,24010,23458,62124
112,27750,65487,18044,14768,26182,23071,61695
113,28000,65535,15792,16973,28407,22712,61087
114,28250,65380,13646,19276,30672,22383,60306
115,28500,65024,11617,21662,32961,22085,59355
116,28750,64469,9718,24116,35263,21820,58240
117,29000,63719,7962,26624,37561,21590,56969
118,29250,62778,6358,29170,39843,21396,55549
119,29500,61651,4918,31737,42093,21240,53989
120,29750,60347,3649,34311,44299,21122,52298
121,30000,58873,2559,36876,46446,21044,50487
122,30250,57238,1656,39415,48522,21005,48567
123,30500,55452,945,41913,50513,21006,46551
124,30750,53526,430,44355,52407,21047,44449
125,31000,51472,114,46726,54192,21128,42276
126,31250,49303,0,49010,55859,21248,40044
127,31500,47032,87,51194,57395,21406,37768
128,31750,44672,376,53265,58793,21602,35462
129,32000,42240,865,55209,60042,21834,33139
130,32250,39749,1550,57015,61136,22101,30814
131,32500,37215,2428,58671,62068,22401,28501
132,32750,34654,3493,60168,62831,22733,26215
133,33000,32081,4738,61496,63422,23093,23970
134,33250,29512,6157,62646,63837,23481,21779
135,33500,26963,7739,63613,64073,23893,19656
136,33750,24450,9476,64389,64128,24328,17615
137,34000,21989,11356,64970,64003,24782,15666
138,34250,19593,13368,65353,63697,25253,13824
139,34500,17279,15500,65535,63214,25737,12099
140,34750,15061,17738,65514,62555,26232,10501
141,35000,12952,20069,65292,61725,26735,9041
142,35250,10964,22478,64870,60729,27243,7728
143,35500,9112,24951,64249,59574,27752,6569
144,35750,7405,27472,63434,58266,28259,5572
145,36000,5854,30025,62431,56813,28762,4743
146,36250,4469,32595,61244,55224,29257,4088
147,36500,3259,35167,59882,53510,29741,3609
148,36750,2231,37724,58352,51680,30210,3310
149,37000,1391,40250,56665,49746,30664,3194
150,37250,745,42730,54831,47720,31097,3260
151,37500,296,45148,52860,45614,31508,3508
152,37750,47,47490,50766,43442,31895,3937
153,38000,0,49742,48561,41217,32254,4544
154,38250,154,51888,46258,38952,32584,5326
155,38500,510,53917,43872,36661,32882,6277
156,38750,1065,55816,41418,34359,33147,7392
157,39000,1815,57572,38910,32060,33377,8663
