1,0,65447,18502,14340,25185,38920,34030
2,250,65535,16231,16524,25470,38724,33948
3,500,65420,14062,18808,25760,38544,33840
4,750,65104,12008,21179,26054,38381,33708
5,1000,64589,10082,23621,26350,38235,33552
6,1250,63878,8296,26119,26645,38108,33374
7,1500,62975,6661,28658,26939,38000,33173
8,1750,61885,5187,31223,27229,37912,32953
9,2000,60616,3883,33797,27514,37845,32713
10,2250,59176,2756,36365,27792,37798,32456
11,2500,57572,1815,38910,28061,37773,32183
12,2750,55816,1065,41418,28319,37769,31895
13,3000,53917,510,43872,28565,37787,31595
14,3250,51888,154,46258,28798,37826,31284
15,3500,49742,0,48561,29015,37886,30965
16,3750,47490,47,50766,29216,37967,30638
17,4000,45148,296,52860,29400,38068,30307
18,4250,42730,745,54831,29564,38189,29973
19,4500,40250,1391,56665,29709,38329,29638
20,4750,37724,2231,58352,29833,38486,29305
21,5000,35167,3259,59882,29936,38661,28975
22,5250,32595,4469,61244,30017,38852,28650
23,5500,30025,5854,62431,30075,39057,28333
24,5750,27472,7405,63434,30110,39276,28025
25,6000,24951,9112,64249,30122,39507,27729
26,6250,22478,10964,64870,30110,39749,27445
27,6500,20069,12952,65292,30076,40000,27177
28,6750,17738,15061,65514,30018,40259,26925
29,7000,15500,17279,65535,29938,40524,26691
30,7250,13368,19593,65353,29836,40794,26477
31,7500,11356,21989,64970,29712,41066,26283
32,7750,9476,24450,64389,29567,41340,26111
33,8000,7739,26963,63613,29403,41613,25963
34,8250,6157,29512,62646,29220,41884,25838
35,8500,4738,32081,61496,29019,42151,25739
36,8750,3493,34654,60168,28801,42412,25665
37,9000,2428,37215,58671,28569,42667,25616
38,9250,1550,39749,57015,28323,42912,25594
39,9500,865,42240,55209,28064,43147,25598
40,9750,376,44672,53265,27795,43371,25629
41,10000,87,47032,51194,27517,43582,25685
42,10250,0,49303,49010,27232,43778,25768
43,10500,114,51472,46726,26941,43958,25875
44,10750,430,53526,44355,26647,44122,26007
45,11000,945,55452,41913,26351,44268,26163
46,11250,1656,57238,39415,26054,44396,26342
47,11500,2559,58873,36876,25760,44504,26543
48,11750,3649,60347,34311,25469,44592,26764
49,12000,4918,61651,31737,25184,44659,27004
50,12250,6358,62778,29170,24906,44706,27261
51,12500,7962,63719,26624,24637,44731,27535
52,12750,9718,64469,24116,24378,44734,27823
53,13000,11617,65024,21662,24132,44717,28124
54,13250,13646,65380,19276,23899,44677,28435
55,13500,15792,65535,16973,23681,44617,28755
56,13750,18044,65487,14768,23480,44535,29082
57,14000,20386,65239,12674,23297,44434,29414
58,14250,22805,64789,10703,23132,44313,29748
59,14500,25284,64143,8869,22988,44173,30083
60,14750,27811,63303,7182,22864,44015,30417
61,15000,30367,62275,5652,22761,43840,30747
62,15250,32939,61065,4290,22681,43649,31072
63,15500,35509,59680,3103,22623,43443,31389
64,15750,38062,58129,2100,22589,43223,31697
65,16000,40583,56423,1285,22577,42992,31993
66,16250,43056,54570,664,22589,42750,32277
67,16500,45465,52583,242,22624,42498,32545
68,16750,47796,50473,20,22682,42239,32796
69,17000,50034,48255,0,22763,41974,33030
70,17250,52166,45941,181,22865,41704,33244
71,17500,54178,43546,564,22990,41432,33437
72,17750,56058,41084,1145,23134,41159,33608
73,18000,57795,38571,1921,23299,40886,33756
74,18250,59377,36022,2888,23482,40615,33880
75,18500,60796,33453,4038,23684,40349,33979
76,18750,62041,30880,5366,23901,40087,34053
77,19000,63106,28319,6863,24134,39834,34101
78,19250,63984,25785,8519,24380,39588,34122
79,19500,64669,23294,10325,24638,39354,34118
80,19750,65158,20862,12269,24907,39130,34087
81,20000,65447,18502,14340,25185,38920,34030
82,20250,65535,16231,16524,25470,38724,33948
83,20500,65420,14062,18808,25760,38544,33840
84,20750,65104,12008,21179,26054,38381,33708
85,21000,64589,10082,23621,26349,38235,33552
86,21250,63878,8296,26119,26645,38108,33374
87,21500,62975,6661,28658,26939,38000,33173
88,21750,61885,5187,31223,27229,37912,32953
89,22000,60616,3883,33797,27514,37845,32713
90,22250,59176,2756,36365,27792,37798,32456
91,22500,57572,1815,38910,28061,37773,32183
92,22750,55816,1065,41418,28319,37769,31895
93,23000,53917,510,43872,28565,37787,31595
94,23250,51888,154,46258,28798,37826,31284
95,23500,49742,0,48561,29015,37886,30965
96,23750,47490,47,50766,29216,37967,30638
97,24000,45148,296,52860,29400,38068,30307
98,24250,42730,745,54831,29564,38189,29973
99,24500,40250,1391,56665,29709,38329,29638
100,24750,37724,2231,58352,29833,38486,29305
101,25000,35167,3259,59882,29936,38661,28975
102,25250,32595,4469,61244,30017,38852,28650
103,25500,30025,5854,62431,30075,39057,28333
104,25750,27472,7405,63434,30110,39276,28025
105,26000,24951,9112,64249,30121,39507,27729
106,26250,22478,10964,64870,30110,39749,27445
107,26500,20069,12952,65292,30076,40000,27177
108,26750,17738,15061,65514,30018,40259,26925
109,27000,15500,17279,65535,29938,40524,26691
110,27250,13368,19593,65353,29836,40794,26477
111,27500,11356,21989,64970,29712,41066,26283
112,27750,9476,24450,64389,29567,41340,26111
113,28000,7739,26963,63613,29403,41613,25963
114,28250,6157,29512,62646,29220,41884,25839
115,28500,4738,32081,61496,29019,42151,25739
116,28750,3493,34654,60168,28801,42412,25665
117,29000,2428,37215,58671,28569,42667,25616
118,29250,1550,39749,57015,28323,42912,25594
119,29500,865,42240,55209,28064,43147,25598
120,29750,376,44672,53265,27795,43371,25629
121,30000,87,47032,51194,27517,43582,25685
122,30250,0,49303,49010,27232,43778,25768
123,30500,114,51472,46726,26941,43958,25875
124,30750,430,53526,44355,26647,44122,26008
125,31000,945,55452,41913,26351,44268,26163
126,31250,1656,57238,39415,26054,44396,26342
127,31500,2559,58873,36876,25760,44504,26543
128,31750,3649,60347,34311,25469,44592,26764
129,32000,4918,61651,31737,25184,44659,27004
130,32250,6358,62778,29170,24906,44706,27262
131,32500,7962,63719,26624,24637,44731,27535
132,32750,9718,64469,24116,24378,44734,27823
133,33000,11617,65024,21662,24132,44717,28124
134,33250,13646,65380,19276,23899,44677,28435
135,33500,15792,65535,16973,23681,44617,28755
136,33750,18044,65487,14768,23480,44535,29082
137,34000,20386,65239,12674,23297,44434,29414
138,34250,22805,64789,10703,23132,44313,29748
139,34500,25284,64143,8869,22988,44173,30084
140,34750,27811,63303,7182,22864,44015,30417
141,35000,30367,62275,5652,22761,43840,30747
142,35250,32939,61065,4290,22681,43649,31072
143,35500,35509,59680,3103,22623,43443,31389
144,35750,38062,58129,2100,22589,43223,31697
145,36000,40583,56423,1285,22577,42992,31993
146,36250,43056,54570,664,22589,42750,32277
