1,0,3883,60616,33797,26811,29983,29377
2,250,5187,61885,31223,24806,30011,29480
3,500,6661,62975,28658,22855,30029,29590
4,750,8296,63878,26119,20969,30038,29707
5,1000,10082,64589,23621,19160,30038,29829
6,1250,12008,65104,21179,17438,30028,29957
7,1500,14062,65420,18808,15816,30009,30090
8,1750,16231,65535,16524,14301,29982,30225
9,2000,18502,65447,14340,12905,29945,30364
10,2250,20862,65158,12269,11636,29899,30504
11,2500,23294,64669,10325,10500,29845,30646
12,2750,25785,63984,8519,9506,29783,30787
13,3000,28319,63106,6863,8660,29714,30928
14,3250,30880,62041,5366,7966,29637,31067
15,3500,33453,60796,4038,7429,29553,31204
16,3750,36022,59377,2888,7052,29463,31337
17,4000,38571,57795,1921,6838,29367,31466
18,4250,41084,56058,1145,6788,29266,31590
19,4500,43546,54178,564,6903,29161,31709
20,4750,45941,52166,181,7180,29052,31821
21,5000,48255,50034,0,7620,28939,31926
22,5250,50473,47796,20,8218,28824,32023
23,5500,52583,45465,242,8972,28707,32112
24,5750,54570,43056,664,9877,28590,32192
25,6000,56423,40583,1285,10927,28472,32262
26,6250,58129,38062,2100,12116,28354,32323
27,6500,59680,35509,3103,13436,28237,32373
28,6750,61065,32939,4290,14879,28122,32413
29,7000,62275,30367,5652,16437,28010,32442
30,7250,63303,27811,7182,18099,27901,32461
31,7500,64143,25284,8869,19856,27796,32468
32,7750,64789,22805,10703,21697,27695,32464
33,8000,65239,20386,12674,23609,27600,32449
34,8250,65487,18044,14768,25583,27510,32422
35,8500,65535,15792,16973,27604,27427,32385
36,8750,65380,13646,19276,29662,27350,32338
37,9000,65024,11617,21662,31743,27281,32280
38,9250,64469,9718,24116,33834,27219,32212
39,9500,63719,7962,26624,35922,27166,32135
40,9750,62778,6358,29170,37996,27121,32049
41,10000,61651,4918,31737,40041,27085,31954
42,10250,60347,3649,34311,42045,27057,31851
43,10500,58873,2559,36876,43996,27039,31741
44,10750,57238,1656,39415,45882,27030,31624
45,11000,55452,945,41913,47691,27030,31501
46,11250,53526,430,44355,49412,27040,31373
47,11500,51472,114,46726,51035,27059,31241
48,11750,49303,0,49010,52549,27086,31105
49,12000,47032,87,51194,53945,27123,30967
50,12250,44672,376,53265,55215,27169,30826
51,12500,42240,865,55209,56350,27223,30685
52,12750,39749,1550,57015,57344,27284,30543
53,13000,37215,2428,58671,58191,27354,30403
54,13250,34654,3493,60168,58885,27431,30263
55,13500,32081,4738,61496,59422,27515,30127
56,13750,29512,6157,62646,59799,27605,29994
57,14000,26963,7739,63613,60013,27701,29864
58,14250,24450,9476,64389,60063,27802,29740
59,14500,21989,11356,64970,59949,27907,29622
60,14750,19593,13368,65353,59671,28016,29509
61,15000,17279,15500,65535,59232,28129,29404
62,15250,15061,17738,65514,58633,28244,29307
63,15500,12952,20069,65292,57879,28360,29218
64,15750,10964,22478,64870,56975,28478,29139
65,16000,9112,24951,64249,55925,28596,29068
66,16250,7405,27472,63434,54736,28714,29007
67,16500,5854,30025,62431,53416,28831,28957
68,16750,4469,32595,61244,51973,28946,28917
69,17000,3259,35167,59882,50415,29058,28888
70,17250,2231,37724,58352,48753,29167,28870
71,17500,1391,40250,56665,46996,29272,28863
72,17750,745,42730,54831,45156,29373,28867
73,18000,296,45148,52860,43243,29468,28882
74,18250,47,47490,50766,41269,29558,28908
75,18500,0,49742,48561,39248,29641,28945
76,18750,154,51888,46258,37190,29718,28992
77,19000,510,53917,43872,35109,29787,29050
78,19250,1065,55816,41418,33018,29849,29118
79,19500,1815,57572,38910,30929,29902,29195
80,19750,2756,59176,36365,28856,29947,29282
81,20000,3883,60616,33797,26811,29983,29377
82,20250,5187,61885,31223,24806,30011,29480
83,20500,6661,62975,28658,22855,30029,29590
84,20750,8296,63878,26119,20969,30038,29707
85,21000,10082,64589,23621,19160,30038,29829
86,21250,12008,65104,21179,17438,30028,29957
87,21500,14062,65420,18808,15816,30009,30090
88,21750,16231,65535,16524,14301,29982,30225
89,22000,18502,65447,14340,12905,29945,30364
90,22250,20862,65158,12269,11636,29899,30504
91,22500,23294,64669,10325,10500,29845,30646
92,22750,25785,63984,8519,9506,29783,30787
93,23000,28319,63106,6863,8660,29714,30928
94,23250,30880,62041,5366,7966,29637,31067
95,23500,33453,60796,4038,7429,29553,31204
96,23750,36022,59377,2888,7052,29463,31337
97,24000,38571,57795,1921,6838,29367,31466
98,24250,41084,56058,1145,6788,29266,31590
99,24500,43546,54178,564,6903,29161,31709
100,24750,45941,52166,181,7180,29052,31821
101,25000,48255,50034,0,7620,28939,31926
102,25250,50473,47796,20,8218,28824,32023
103,25500,52583,45465,242,8973,28707,32112
104,25750,54570,43056,664,9877,28590,32192
105,26000,56423,40583,1285,10927,28472,32262
106,26250,58129,38062,2100,12116,28354,32323
107,26500,59680,35509,3103,13436,28237,32373
108,26750,61065,32939,4290,14879,28122,32413
109,27000,62275,30367,5652,16437,28010,32442
110,27250,63303,27811,7182,18099,27901,32461
111,27500,64143,25284,8869,19856,27796,32468
112,27750,64789,22805,10703,21697,27695,32464
113,28000,65239,20386,12674,23609,27600,32449
114,28250,65487,18044,14768,25583,27510,32422
115,28500,65535,15792,16973,27604,27427,32385
116,28750,65380,13646,19276,29662,27350,32338
117,29000,65024,11617,21662,31743,27281,32280
118,29250,64469,9718,24116,33834,27219,32212
119,29500,63719,7962,26624,35922,27166,32135
120,29750,62778,6358,29170,37996,27121,32049
121,30000,61651,4918,31737,40041,27085,31954
122,30250,60347,3649,34311,42045,27057,31851
123,30500,58873,2559,36876,43996,27039,31741
124,30750,57238,1656,39415,45882,27030,31624
125,31000,55452,945,41913,47691,27030,31501
126,31250,53526,430,44355,49412,27040,31373
127,31500,51472,114,46726,51035,27059,31241
128,31750,49303,0,49010,52549,27086,31105
129,32000,47032,87,51194,53945,27123,30967
130,32250,44672,376,53265,55215,27169,30826
131,32500,42240,865,55209,56350,27223,30685
132,32750,39749,1550,57015,57344,27284,30543
133,33000,37215,2428,58671,58191,27354,30403
134,33250,34654,3493,60168,58885,27431,30263
135,33500,32081,4738,61496,59422,27515,30127
136,33750,29512,6157,62646,59799,27605,29994
137,34000,26963,7739,63613,60013,27701,29864
138,34250,24450,9476,64389,60063,27802,29740
139,34500,21989,11356,64970,59949,27907,29622
140,34750,19593,13368,65353,59671,28016,29509
141,35000,17279,15500,65535,59232,28129,29404
142,35250,15061,17738,65514,58633,28244,29307
143,35500,12952,20069,65292,57879,28360,29218
144,35750,10964,22478,64870,56975,28478,29139
145,36000,9112,24951,64249,55925,28596,29068
146,36250,7405,27472,63434,54736,28714,29007
147,36500,5854,30025,62431,53416,28831,28957
148,36750,4469,32595,61244,51973,28946,28917
149,37000,3259,35167,59882,50415,29058,28888
150,37250,2231,37724,58352,48753,29167,28870
151,37500,1391,40250,56665,46996,29272,28863
152,37750,745,42730,54831,45156,29373,28867
153,38000,296,45148,52860,43243,29468,28882
154,38250,47,47490,50766,41269,29558,28908
155,38500,0,49742,48561,39248,29641,28945
156,38750,154,51888,46258,37190,29718,28992
157,39000,510,53917,43872,35109,29787,29050
158,39250,1065,55816,41418,33018,29849,29118
159,39500,1815,57572,38910,30929,29902,29195
160,39750,2756,59176,36365,28856,29947,29282
161,40000,3883,60616,33797,26811,29983,29377
162,40250,5187,61885,31223,24806,30011,29480
163,40500,6661,62975,28658,22855,30029,29590
164,40750,8296,63878,26119,20969,30038,29707
165,41000,10082,64589,23621,19160,30038,29829
166,41250,12008,65104,21179,17438,30028,29957
167,41500,14062,65420,18808,15816,30009,30090
168,41750,16231,65535,16524,14301,29982,30225
169,42000,18502,65447,14340,12905,29945,30364
170,42250,20862,65158,12269,11636,29899,30504
171,42500,23294,64669,10325,10500,29845,30646
172,42750,25785,63984,8519,9506,29783,30787
173,43000,28319,63106,6863,8660,29714,30928
174,43250,30880,62041,5366,7966,29637,31067
175,43500,33453,60796,4038,7429,29553,31204
176,43750,36022,59377,2888,7052,29463,31337
177,44000,38571,57795,1921,6838,29367,31466
178,44250,41084,56058,1145,6788,29266,31590
179,44500,43546,54178,564,6903,29161,31709
180,44750,45941,52166,181,7180,29052,31821
181,45000,48255,50034,0,7620,28939,31926
182,45250,50473,47796,20,8218,28824,32023
183,45500,52583,45465,242,8973,28707,32112
184,45750,54570,43056,664,9877,28590,32192
185,46000,56423,40583,1285,10927,28472,32262
186,46250,58129,38062,2100,12116,28354,32323
187,46500,59680,35509,3103,13436,28237,32373
188,46750,61065,32939,4290,14879,28122,32413
189,47000,62275,30367,5652,16437,28010,32442
190,47250,63303,27811,7182,18099,27901,32461
191,47500,64143,25284,8869,19856,27796,32468
192,47750,64789,22805,10703,21697,27695,32464
193,48000,65239,20386,12674,23609,27600,32449
194,48250,65487,18044,14768,25583,27510,32422
195,48500,65535,15792,16973,27604,27427,32385
196,48750,65380,13646,19276,29662,27350,32338
197,49000,65024,11617,21662,31743,27281,32280
198,49250,64469,9718,24116,33834,27219,32212
199,49500,63719,7962,26624,35922,27166,32135
200,49750,62778,6358,29170,37996,27121,32049
201,50000,61651,4918,31737,40041,27085,31954
202,50250,60347,3649,34311,42045,27057,31851
203,50500,58873,2559,36876,43996,27039,31741
204,50750,57238,1656,39415,45882,27030,31624
205,51000,55452,945,41913,47691,27030,31501
206,51250,53526,430,44355,49412,27040,31373
207,51500,51472,114,46726,51035,27059,31241
208,51750,49303,0,49010,52549,27086,31105
209,52000,47032,87,51194,53945,27123,30967
210,52250,44672,376,53265,55215,27169,30826
211,52500,42240,865,55209,56350,27223,30685
212,52750,39749,1550,57015,57344,27284,30543
213,53000,37215,2428,58671,58191,27354,30403
214,53250,34654,3493,60168,58885,27431,30263
215,53500,32081,4738,61496,59422,27515,30127
216,53750,29512,6157,62646,59799,27605,29994
217,54000,26963,7739,63613,60013,27701,29864
218,54250,24450,9476,64389,60063,27802,29740
219,54500,21989,11356,64970,59949,27907,29622
220,54750,19593,13368,65353,59671,28016,29509
221,55000,17279,15500,65535,59232,28129,29404
222,55250,15061,17738,65514,58633,28244,29307
223,55500,12952,20069,65292,57879,28360,29218
224,55750,10964,22478,64870,56975,28478,29139
225,56000,9112,24951,64249,55925,28596,29068
226,56250,7405,27472,63434,54736,28714,29007
227,56500,5854,30025,62431,53416,28831,28957
228,56750,4469,32595,61244,51973,28946,28917
229,57000,3259,35167,59882,50415,29058,28888
230,57250,2231,37724,58352,48753,29167,28870
231,57500,1391,40250,56665,46996,29272,28863
232,57750,745,42730,54831,45156,29373,28867
233,58000,296,45148,52860,43243,29468,28882
234,58250,47,47490,50766,41269,29558,28908
235,58500,0,49742,48561,39248,29641,28945
236,58750,154,51888,46258,37190,29718,28992
237,59000,510,53917,43872,35109,29787,29050
238,59250,1065,55816,41418,33018,29849,29118
239,59500,1815,57572,38910,30929,29902,29195
240,59750,2756,59176,36365,28856,29947,29282
241,60000,3883,60616,33797,26811,29983,29377
242,60250,5187,61885,31223,24806,30011,29480
243,60500,6661,62975,28658,22855,30029,29590
244,60750,8296,63878,26119,20969,30038,29707
245,61000,10082,64589,23621,19160,30038,29829
246,61250,12008,65104,21179,17438,30028,29957
247,61500,14062,65420,18808,15816,30009,30090
248,61750,16231,65535,16524,14301,29982,30225
249,62000,18502,65447,14340,12905,29945,30364
250,62250,20862,65158,12269,11636,29899,30504
251,62500,23294,64669,10325,10500,29845,30646
252,62750,25785,63984,8519,9506,29783,30787
253,63000,28319,63106,6863,8660,29714,30928
254,63250,30880,62041,5366,7966,29637,31067
255,63500,33453,60796,4038,7429,29553,31204
256,63750,36022,59377,2888,7052,29463,31337
257,64000,38571,57795,1921,6838,29367,31466
258,64250,41084,56058,1145,6788,29266,31590
259,64500,43546,54178,564,6903,29161,31709
260,64750,45941,52166,181,7180,29052,31821
261,65000,48255,50034,0,7620,28939,31926
262,65250,50473,47796,20,8218,28824,32023
263,65500,52583,45465,242,8973,28707,32112
264,65750,54570,43056,664,9877,28590,32192
265,66000,56423,40583,1285,10927,28472,32262
266,66250,58129,38062,2100,12116,28354,32323
267,66500,59680,35509,3103,13436,28237,32373
268,66750,61065,32939,4290,14879,28122,32413
269,67000,62275,30367,5652,16437,28010,32442
270,67250,63303,27811,7182,18099,27901,32461
271,67500,64143,25284,8869,19856,27796,32468
272,67750,64789,22805,10703,21697,27695,32464
273,68000,65239,20386,12674,23609,27600,32449
274,68250,65487,18044,14768,25583,27510,32422
275,68500,65535,15792,16973,27604,27427,32385
276,68750,65380,13646,19276,29662,27350,32338
277,69000,65024,11617,21662,31743,27281,32280
278,69250,64469,9718,24116,33834,27219,32212
279,69500,63719,7962,26624,35922,27166,32135
280,69750,62778,6358,29170,37996,27121,32049
281,70000,61651,4918,31737,40041,27085,31954
282,70250,60347,3649,34311,42045,27057,31851
283,70500,58873,2559,36876,43996,27039,31741
284,70750,57238,1656,39415,45882,27030,31624
285,71000,55452,945,41913,47691,27030,31501
286,71250,53526,430,44355,49412,27040,31373
287,71500,51472,114,46726,51035,27059,31241
288,71750,49303,0,49010,52549,27086,31105
289,72000,47032,87,51194,53945,27123,30967
290,72250,44672,376,53265,55215,27169,30826
291,72500,42240,865,55209,56350,27223,30685
292,72750,39749,1550,57015,57344,27284,30543
293,73000,37215,2428,58671,58191,27354,30403
294,73250,34654,3493,60168,58885,27431,30263
295,73500,32081,4738,61496,59422,27515,30127
296,73750,29512,6157,62646,59799,27605,29994
297,74000,26963,7739,63613,60013,27701,29864
298,74250,24450,9476,64389,60063,27802,29740
299,74500,21989,11356,64970,59949,27907,29622
300,74750,19593,13368,65353,59671,28016,29509
301,75000,17279,15500,65535,59232,28129,29404
302,75250,15061,17738,65514,58633,28244,29307
303,75500,12952,20069,65292,57879,28360,29218
304,75750,10964,22478,64870,56975,28478,29139
305,76000,9112,24951,64249,55925,28596,29068
306,76250,7405,27472,63434,54736,28714,29007
307,76500,5854,30025,62431,53416,28831,28957
308,76750,4469,32595,61244,51973,28946,28917
