"Time","Subsystem #1|Branch Currents|IaLine","Subsystem #1|Branch Currents|IbLine","Subsystem #1|Branch Currents|IcLine","Subsystem #1|CTLs|Inputs|LG_FLT"
0.0,0.288567047,-0.1773548243,-0.1112121809,0.0
2.5E-4,0.2904109469,-0.1585658828,-0.1318450226,0.0
5.0E-4,0.2906306093,-0.1388968552,-0.1517337132,0.0
7.5E-4,0.2893565492,-0.1184990784,-0.1708574307,0.0
0.001,0.2863512963,-0.0973947923,-0.188956465,0.0
0.00125,0.2812736181,-0.07556758219,-0.2057059982,0.0
0.0015,0.2743944567,-0.05323598062,-0.22115844,0.0
0.00175,0.2659077573,-0.03057857368,-0.2353291494,0.0
0.002,0.2558876031,-0.007814384498,-0.2480731863,0.0
0.00225,0.2441780578,0.01506953893,-0.2592475666,0.0
0.0025,0.2308096019,0.03788565141,-0.2686952257,0.0
0.00275,0.2162182331,0.06040893294,-0.2766271409,0.0
0.003,0.2004384107,0.08251678016,-0.2829551685,0.0
0.00325,0.1833542323,0.1040835401,-0.2874377528,0.0
0.0035,0.1650031538,0.1250898917,-0.2900930289,0.0
0.00375,0.1455902619,0.1453673482,-0.2909575966,0.0
0.004,0.1254396499,0.1646677178,-0.2901073573,0.0
0.00425,0.1045040152,0.1829717692,-0.2874757773,0.0
0.0045,0.08269617404,0.2002034168,-0.282899587,0.0
0.00475,0.06043816394,0.2161924064,-0.2766305698,0.0
0.005,0.03796472321,0.2308259034,-0.2687906294,0.0
0.00525,0.01537051554,0.243936271,-0.2593067925,0.0
0.0055,-0.007443664391,0.2555900256,-0.2481463704,0.0
0.00575,-0.03035669791,0.2657238707,-0.2353671852,0.0
0.006,-0.05298008146,0.2742168485,-0.2212367826,0.0
0.00625,-0.07514279672,0.2809589349,-0.2058161567,0.0
0.0065,-0.09696823715,0.2860057334,-0.1890375176,0.0
0.00675,-0.1182658696,0.2892963779,-0.1710305324,0.0
0.007,-0.1387542546,0.2908095147,-0.1520552868,0.0
0.00725,-0.1582977587,0.2904913208,-0.1321935913,0.0
0.0075,-0.1769400286,0.2883980999,-0.1114581027,0.0
0.00775,-0.1945517661,0.2845277629,-0.08997603034,0.0
0.008,-0.2108012218,0.278849606,-0.06804841965,0.0
0.00825,-0.2257158674,0.2714562934,-0.04574046303,0.0
0.0085,-0.2395443923,0.2625537748,-0.02300942094,0.0
0.00875,-0.2519466831,0.252008912,-6.22685593E-5,0.0
0.009,-0.2625675571,0.2398186829,0.02274883359,0.0
0.00925,-0.2714073983,0.2260890707,0.04531828628,0.0
0.0095,-0.2786820651,0.211015965,0.06766605845,0.0
0.00975,-0.2844873135,0.1947496772,0.08973759446,0.0
0.01,-0.2883151147,0.1771648058,0.1111502671,0.0
0.01025,-0.2902058297,0.1584179258,0.1317878625,0.0
0.0105,-0.2904769557,0.1388072092,0.1516697057,0.0
0.01075,-0.2892847218,0.118467458,0.1708172238,0.0
0.011,-0.2861976595,0.09734736849,0.1888502521,0.0
0.01125,-0.2811224287,0.07553789251,0.2055844986,0.0
0.0115,-0.2742376617,0.05322382725,0.2210137984,0.0
0.01175,-0.2658030359,0.03062723926,0.2351757624,0.0
0.012,-0.2557530494,0.007858044158,0.247894973,0.0
0.01225,-0.2440296386,-0.01500357252,0.2590331811,0.0
0.0125,-0.2307236542,-0.03779330707,0.2685169336,0.0
0.01275,-0.2162339312,-0.06025721459,0.2764911207,0.0
0.013,-0.2004579276,-0.08234682697,0.2828047322,0.0
0.01325,-0.183400527,-0.1039212147,0.2873217221,0.0
0.0135,-0.1650379892,-0.1249309983,0.2899689709,0.0
0.01375,-0.1456891224,-0.1451789445,0.2908680534,0.0
0.014,-0.1255528532,-0.1644909486,0.2900437914,0.0
0.01425,-0.1045829104,-0.1828032743,0.2873861776,0.0
0.0145,-0.08279632712,-0.2000551694,0.2828514927,0.0
0.01475,-0.06060758363,-0.2160309428,0.2766385258,0.0
0.015,-0.03816023516,-0.2306632786,0.2688235165,0.0
0.01525,-0.01558142495,-0.2438003622,0.2593817931,0.0
0.0155,0.007282987727,-0.2554997396,0.2482167611,0.0
0.01575,0.03016926332,-0.2656504989,0.2354812479,0.0
0.016,0.05277838796,-0.2741619134,0.2213835409,0.0
0.01625,0.0749630548,-0.2809301553,0.205967119,0.0
0.0165,0.09683384234,-0.2860194737,0.1891856527,0.0
0.01675,0.1181214753,-0.2893295236,0.1712080724,0.0
0.017,0.1386203358,-0.2908601415,0.1522398324,0.0
0.01725,0.1581813381,-0.2905659526,0.1323846438,0.0
0.0175,0.1768724576,-0.2885107264,0.1116383003,0.0
0.01775,0.1945379242,-0.2846766288,0.09013873822,0.0
0.018,0.2108499772,-0.279038157,0.06818821515,0.0
0.01825,0.2256669333,-0.2715950442,0.04592814787,0.0
0.0185,0.2395279128,-0.2626968475,0.02316897313,0.0
0.01875,0.2519666423,-0.2521713144,2.047118352E-4,0.0
0.019,0.2626863456,-0.2400155765,-0.02267072845,0.0
0.01925,0.271523774,-0.2262689658,-0.04525476684,0.0
0.0195,0.2788042517,-0.2111837462,-0.06762046382,0.0
0.01975,0.2845959554,-0.1948865474,-0.089709366,0.0
0.02,0.2885658921,-0.1773544791,-0.1112113712,0.0
0.02025,0.2904111813,-0.1585654517,-0.1318456882,0.0
0.0205,0.2906300106,-0.1388972017,-0.151732768,0.0
0.02075,0.2893570584,-0.1184987075,-0.1708583109,0.0
0.021,0.286351923,-0.09739343924,-0.1889584447,0.0
0.02125,0.2812769219,-0.07556463804,-0.2057122462,0.0
0.0215,0.2743901891,-0.05324050772,-0.2211496453,0.0
0.02175,0.2659003372,-0.03058703782,-0.2353132651,0.0
0.022,0.2559029676,-0.007799039247,-0.248103896,0.0
0.02225,0.2441680505,0.01505936554,-0.259227386,0.0
0.0225,0.2308152412,0.03789082005,-0.2687060336,0.0
0.02275,0.2162181882,0.06040839878,-0.2766265619,0.0
0.023,0.2004266164,0.08250577711,-0.2829323711,0.0
0.02325,0.1833715552,0.1041011539,-0.2874726895,0.0
0.0235,0.1649984089,0.1250854526,-0.2900838449,0.0
0.02375,0.1455764022,0.1453530177,-0.2909294064,0.0
0.024,0.1254537554,0.1646820944,-0.2901358395,0.0
0.02425,0.1044958794,0.1829626149,-0.2874584872,0.0
0.0245,0.08270349073,0.2002100652,-0.282913552,0.0
0.02475,0.06043957025,0.216192383,-0.2766319526,0.0
0.025,0.03795473145,0.2308161226,-0.2687708568,0.0
0.02525,0.01537976975,0.2439466264,-0.2593264021,0.0
0.0255,-0.007444287053,0.2555893768,-0.2481450989,0.0
0.02575,-0.03036169556,0.2657186688,-0.2353569856,0.0
0.026,-0.05297883432,0.2742183583,-0.2212395395,0.0
0.02625,-0.07514379741,0.2809574107,-0.2058136317,0.0
0.0265,-0.09696584957,0.2860081315,-0.1890423033,0.0
0.02675,-0.1182628272,0.2892984027,-0.1710355997,0.0
0.027,-0.1387589208,0.2908042815,-0.1520453874,0.0
0.02725,-0.1582976811,0.2904925299,-0.132194878,0.0
0.0275,-0.1769344792,0.2884036527,-0.1114692049,0.0
0.02775,-0.1945556116,0.2845235465,-0.0899679685,0.0
0.028,-0.2108032086,0.27884824,-0.0680450668,0.0
0.02825,-0.2257140134,0.27145811,-0.04574413366,0.0
0.0285,-0.239548274,0.2625504699,-0.02300223427,0.0
0.02875,-0.2519387318,0.2520160621,-7.73699054E-5,0.0
0.029,-0.2625699481,0.2398146326,0.02275527494,0.0
0.02925,-0.2714125961,0.2260842516,0.04532830318,0.0
0.0295,-0.2786750524,0.2110236829,0.06765132786,0.0
0.02975,-0.2844899503,0.1947466286,0.0897432798,0.0
0.03,-0.288317079,0.1771634473,0.1111535899,0.0
0.03025,-0.290202639,0.1584210519,0.1317815456,0.0
0.0305,-0.2904822574,0.1388027755,0.151679441,0.0
0.03075,-0.2892794122,0.1184728376,0.1708065346,0.0
0.031,-0.2861967701,0.09734668034,0.1888500508,0.0
0.03125,-0.2811267277,0.07553299112,0.205593699,0.0
0.0315,-0.2742348156,0.05322699256,0.2210077871,0.0
0.03175,-0.2658020637,0.03062807227,0.2351739572,0.0
0.032,-0.2557549897,0.007856137987,0.2478988195,0.0
0.03225,-0.2440282279,-0.01500226205,0.2590304599,0.0
0.0325,-0.2307254488,-0.03779451625,0.2685199374,0.0
0.03275,-0.2162335926,-0.06025605041,0.2764896179,0.0
0.033,-0.2004559672,-0.08234515551,0.2828011003,0.0
0.03325,-0.1834017185,-0.1039230795,0.2873247784,0.0
0.0335,-0.1650386973,-0.1249316043,0.289970285,0.0
0.03375,-0.1456870381,-0.1451771601,0.2908641847,0.0
0.034,-0.1255541586,-0.1644926879,0.2900468361,0.0
0.03425,-0.1045815603,-0.1828021451,0.2873836983,0.0
0.0345,-0.08279813214,-0.2000567613,0.2828548896,0.0
0.03475,-0.06060757125,-0.2160299027,0.2766374734,0.0
0.035,-0.03815995771,-0.2306624202,0.2688223807,0.0
0.03525,-0.01558093898,-0.2438000349,0.2593809799,0.0
0.0355,0.007281748352,-0.2555006576,0.2482189185,0.0
0.03575,0.03016996389,-0.2656496394,0.2354796879,0.0
0.036,0.05277755312,-0.2741630081,0.2213854705,0.0
0.03625,0.07496471424,-0.2809286397,0.2059639439,0.0
0.0365,0.09683256633,-0.2860211865,0.1891886415,0.0
0.03675,0.1181214177,-0.2893292475,0.1712078539,0.0
0.037,0.1386200849,-0.2908599639,0.1522399058,0.0
0.03725,0.1581825328,-0.2905648326,0.132382329,0.0
0.0375,0.1768706976,-0.2885124074,0.1116417413,0.0
0.03775,0.1945382821,-0.2846756495,0.09013740089,0.0
0.038,0.2108499275,-0.2790384293,0.06818853721,0.0
0.03825,0.2256671963,-0.2715949014,0.04592774217,0.0
0.0385,0.2395288257,-0.2626964198,0.02316763248,0.0
0.03875,0.2519659112,-0.2521727132,2.068416478E-4,0.0
0.039,0.2626855869,-0.2400159335,-0.02266961275,0.0
0.03925,0.2715261128,-0.2262669793,-0.04525909221,0.0
0.0395,0.2788024137,-0.2111863919,-0.06761598006,0.0
0.03975,0.2845964062,-0.1948856478,-0.08971071656,0.0
0.04,0.2885659784,-0.1773547332,-0.1112112033,0.0
0.04025,0.2904107726,-0.1585658649,-0.1318448662,0.0
0.0405,0.290630765,-0.1388966758,-0.1517340483,0.0
0.04075,0.2893573153,-0.1184992359,-0.1708580393,0.0
0.041,0.2863508626,-0.09739436124,-0.1889564624,0.0
0.04125,0.2812740585,-0.07556758993,-0.2057064309,0.0
0.0415,0.2743951146,-0.0532366457,-0.2211584328,0.0
0.04175,0.2659083049,-0.03057932264,-0.235328948,0.0
0.042,0.2558876213,-0.007814893659,-0.2480726954,0.0
0.04225,0.2441779389,0.01506921971,-0.2592471285,0.0
0.0425,0.2308099059,0.03788537049,-0.2686952487,0.0
0.04275,0.2162186414,0.06040842711,-0.2766270434,0.0
0.043,0.2004380122,0.08251680798,-0.2829547977,0.0
0.04325,0.1833541676,0.1040838582,-0.2874380062,0.0
0.0435,0.1650032891,0.1250898706,-0.2900931431,0.0
0.04375,0.1455907776,0.145366879,-0.290957643,0.0
0.044,0.1254399123,0.1646673803,-0.2901072822,0.0
0.04425,0.1045047541,0.1829713615,-0.2874761085,0.0
0.0445,0.08269688875,0.2002031279,-0.2829000128,0.0
0.04475,0.06043892128,0.2161916674,-0.2766305881,0.0
0.045,0.03796469734,0.23082552,-0.2687902201,0.0
0.04525,0.01537026132,0.2439365146,-0.2593067819,0.0
0.0455,-0.007443931202,0.2555903379,-0.2481464159,0.0
0.04575,-0.03035670859,0.2657239383,-0.2353672421,0.0
0.046,-0.05297980502,0.2742168322,-0.2212370426,0.0
0.04625,-0.07514210641,0.2809588696,-0.2058167817,0.0
0.0465,-0.0969675314,0.286005764,-0.1890382539,0.0
0.04675,-0.1182652674,0.2892962037,-0.1710309604,0.0
0.047,-0.1387538981,0.290809275,-0.1520554037,0.0
0.04725,-0.1582977855,0.2904915096,-0.1321937534,0.0
0.0475,-0.1769402484,0.2883983683,-0.1114581513,0.0
0.04775,-0.1945522106,0.2845279815,-0.0899758045,0.0
0.048,-0.2108019028,0.2788501047,-0.06804823725,0.0
0.04825,-0.2257158205,0.2714565678,-0.04574078426,0.0
0.0485,-0.2395442865,0.2625540886,-0.02300984052,0.0
0.04875,-0.251945839,0.2520088512,-6.305189913E-5,0.0
0.049,-0.2625669439,0.239818532,0.02274837133,0.0
0.04925,-0.2714072881,0.2260891225,0.04531812442,0.0
0.0495,-0.278682305,0.2110161527,0.06766611069,0.0
0.04975,-0.2844875021,0.1947497806,0.08973767959,0.0
0.05,-0.2883157783,0.1771653775,0.1111503591,0.0
0.05025,-0.2902061184,0.1584183529,0.1317877241,0.0
0.0505,-0.2904777617,0.1388078235,0.1516698974,0.0
0.05075,-0.2892844729,0.1184676058,0.1708168271,0.0
0.051,-0.2861969294,0.0973471701,0.1888497204,0.0
0.05125,-0.2811220654,0.07553772456,0.2055843032,0.0
0.0515,-0.2742374492,0.05322378051,0.2210136327,0.0
0.05175,-0.2658030789,0.03062730218,0.2351757425,0.0
