"Time","Subsystem #1|Branch Currents|IaLine","Subsystem #1|Branch Currents|IbLine","Subsystem #1|Branch Currents|IcLine","Subsystem #1|CTLs|Inputs|LG_FLT"
0.0,-0.2835099331,0.08083202155,0.2026778736,0.0
0.001,-0.2480241997,-0.009790431857,0.257814601,0.0
0.002,-0.1882763724,-0.0994668224,0.2877431747,0.0
0.003,-0.1100968508,-0.1795870365,0.2896838795,0.0
0.004,-0.02101237784,-0.242171331,0.2631837142,0.0
0.005,0.07022158521,-0.281145309,0.2109237417,0.0
0.006,0.1546852982,-0.2925968788,0.1379116095,0.0
0.007,0.2240561933,-0.2752855672,0.05122941085,0.0
0.008,0.2714536263,-0.2309659154,-0.04048766956,0.0
0.009,0.2921740372,-0.1639058337,-0.1282681617,0.0
0.01,0.2842053238,-0.08075429719,-0.2034509886,0.0
0.011,0.248326887,0.01034833269,-0.2586751891,0.0
0.012,0.1880784737,0.1003174308,-0.2883958844,0.0
0.013,0.109446951,0.1803964943,-0.2898434375,0.0
0.014,0.02018025394,0.2426699016,-0.2628501609,0.0
0.015,-0.0709449145,0.2811282041,-0.2101833076,0.0
0.016,-0.1550024445,0.2921074599,-0.1371050442,0.0
0.017,-0.223872943,0.2744918055,-0.05061889944,0.0
0.018,-0.2708257216,0.2301932414,0.04063243884,0.0
0.019,-0.291351567,0.1634455047,0.1279060206,0.0
0.02,-0.2834874818,0.08079766131,0.2026897826,0.0
0.021,-0.2479941841,-0.009821345142,0.2578154987,0.0
0.022,-0.188242369,-0.09949119553,0.2877335443,0.0
0.023,-0.110061553,-0.179602537,0.2896640822,0.0
0.024,-0.02097954941,-0.2421760917,0.2631556465,0.0
0.025,0.07024869291,-0.281139153,0.2108904781,0.0
0.026,0.1547040294,-0.2925799647,0.1378759641,0.0
0.027,0.224064374,-0.2752601155,0.05119577843,0.0
0.028,0.2714508386,-0.2309339679,-0.04051682934,0.0
0.029,0.2921602298,-0.1638711766,-0.1282890114,0.0
0.03,0.2841824316,-0.08072020109,-0.2034621925,0.0
0.031,0.2482969777,0.01037853414,-0.2586754813,0.0
0.032,0.1880447196,0.1003404295,-0.288385129,0.0
0.033,0.1094128021,0.1804106196,-0.289823414,0.0
0.034,0.02014898942,0.2426734104,-0.2628224052,0.0
0.035,-0.0709704207,0.2811211877,-0.2101507851,0.0
0.036,-0.1550196851,0.292090452,-0.1370707958,0.0
0.037,-0.2238802634,0.2744665679,-0.0505863414,0.0
0.038,-0.2708227437,0.2301620713,0.04066063104,0.0
0.039,-0.2913379573,0.1634112113,0.1279267043,0.0
0.04,-0.2834651089,0.08076357677,0.2027014941,0.0
0.041,-0.2479644275,-0.009852006436,0.2578164033,0.0
0.042,-0.1882083145,-0.09951551705,0.2877238113,0.0
0.043,-0.11002638,-0.1796177995,0.2896441718,0.0
0.044,-0.02094680472,-0.2421810919,0.263127902,0.0
0.045,0.07027565299,-0.2811328446,0.2108572096,0.0
0.046,0.1547226963,-0.292563256,0.1378405886,0.0
0.047,0.2240723999,-0.2752345619,0.05116219887,0.0
0.048,0.2714479511,-0.2309023121,-0.04054559766,0.0
